epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,14.5432,1.63635,4.07021,2.89032,1.64851,0,0.43985,0.60309,0.43216,0.22904,0.46617,0.63918,0.46962,0.21109,1.59713,2.58231,2.69442,1.89091,0,0.000394872,0.000394872,0.000394872
